country	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Gambia	103274	103274	103274	103274	103274	103274	103274	103274	103274	103274	103274	103480	103687	103893	104099	104306	104512	104718	104924	105131	105337	105939	106540	107142	107744	108346	108947	109549	110151	110752	111354	112213	113072	113931	114790	115650	116509	117368	118227	119086	119945	120870	121796	122721	123646	124572	125497	126422	127347	128273	129198	130196	131194	132191	133189	134187	135185	136183	137180	138178	139176	140251	141326	142400	143475	144550	145625	146700	147774	148849	149924	151076	152228	153381	154533	155685	156837	157989	159142	160294	161446	162686	163926	165166	166406	167646	168887	170127	171367	172607	173847	175190	176532	177875	179217	180560	181903	183245	184588	185930	187273	188715	190157	191599	193041	194482	195924	197366	198808	200250	201692	203248	204804	206361	207917	209473	211029	212585	214142	215698	217254	218930	220606	222282	223958	225634	227311	228987	230663	232339	234015	235820	237626	239431	241237	243042	244847	246653	248458	250264	252069	253999	255930	257860	259790	261720	263651	265581	267511	269442	271372	271507	271641	271776	271911	272046	272180	272315	272450	272584	272719	273124	273529	273935	274340	274745	275150	275555	275961	276366	276771	277444	278117	278790	279463	280136	280810	281483	282156	282829	283502	284423	285344	286265	287186	288108	289029	289950	290871	291792	292713	293845	294977	296109	297241	298373	299505	300637	301769	302901	304033	305320	306608	307895	309182	310470	311757	313044	314331	315619	316906	651710	986513	1321317	1656120	1990924
Georgia	1072178	1072178	1072178	1072178	1072178	1072178	1072178	1072178	1072178	1072178	1072178	1074835	1077491	1080148	1082804	1085461	1088118	1090774	1093431	1096087	1098744	1106553	1114362	1122170	1129979	1137788	1145597	1153406	1161214	1169023	1176832	1188120	1199409	1210698	1221986	1233274	1244563	1255852	1267140	1278428	1289717	1302088	1314460	1326831	1339203	1351574	1363945	1376317	1388688	1401060	1413431	1426933	1440435	1453937	1467439	1480940	1494442	1507944	1521446	1534948	1548450	1563242	1578033	1592825	1607617	1622408	1637200	1651992	1666784	1681575	1696367	1712473	1728579	1744685	1760791	1776897	1793003	1809109	1825215	1841321	1857427	1875051	1892674	1910298	1927922	1945546	1963169	1980793	1998417	2016040	2033664	2053091	2072517	2091944	2111370	2130797	2150224	2169650	2189077	2208503	2227930	2249130	2270331	2291532	2312732	2333932	2355133	2376334	2397534	2418734	2439935	2463260	2486585	2509910	2533235	2556560	2579884	2603209	2626534	2649859	2673184	2698826	2724468	2750110	2775752	2801394	2827035	2852677	2878319	2903961	2929603	2957705	2985806	3013908	3042009	3070111	3098213	3126314	3154416	3182517	3210619	3242258	3273896	3305534	3337173	3368812	3400450	3432088	3463727	3495366	3527004	3532773	3538543	3544312	3550082	3555851	3561620	3567390	3573159	3578929	3584698	3590860	3597023	3603185	3609347	3615510	3621672	3627834	3633996	3640159	3646321	3652702	3659083	3665464	3671845	3678226	3684608	3690989	3697370	3703751	3710132	3716600	3723068	3729535	3736003	3742471	3748939	3755407	3761874	3768342	3774810	3781275	3787741	3794206	3800672	3807137	3813602	3820068	3826533	3832999	3839464	3845882	3852301	3858719	3865137	3871556	3877974	3884392	3890810	3897229	3903647	3922880	3942113	3961346	3980579	3999812
Germany	22886919	22986473	23086027	23185582	23285136	23384690	23484244	23583798	23683353	23782907	23882461	24044992	24207522	24370053	24532584	24695114	24857645	25020176	25182707	25345237	25507768	25758648	26009529	26260409	26511289	26762170	27013050	27263930	27514810	27765691	28016571	28316528	28616485	28916443	29216400	29516357	29816314	30116271	30416229	30716186	31016143	31280843	31545543	31810243	32074943	32339643	32604343	32869043	33133743	33398443	33663143	33935144	34207144	34479145	34751146	35023146	35295147	35567148	35839149	36111149	36383150	36715058	37046967	37378876	37710784	38042692	38374601	38706510	39038418	39370326	39702235	40089747	40477260	40864772	41252284	41639796	42027309	42414821	42802333	43189846	43577358	44040752	44504145	44967539	45430932	45894326	46357720	46821113	47284507	47747900	48211294	48919508	49627722	50335936	51044150	51752364	52460578	53168792	53877006	54585220	55293434	56170504	57047573	57924642	58801712	59678782	60555851	61432920	62309990	63187060	64064129	63885433	63706738	63528042	63349347	63170651	62991955	62813260	62634564	62455869	62277173	62693411	63109650	63525888	63942126	64358364	64774603	65190841	65607079	66023318	66439556	66920006	67400457	67880907	68361357	68841808	69322258	69802708	70283158	70763609	71244059	71098278	70952496	70806715	70660934	70515152	70369371	70223590	70077809	69932027	69786246	69818788	69851331	69883874	69916416	69948958	69981501	70014044	70046586	70079128	70111671	70142650	70173629	70204608	70235587	70266566	70297546	70328525	70359504	70390483	70421462	70451388	70481314	70511240	70541166	70571092	70601017	70630943	70660869	70690795	70720721	70750218	70779714	70809211	70838708	70868204	70897701	70927198	70956695	70986191	71015688	71045493	71075298	71105104	71134909	71164714	71194519	71224324	71254130	71283935	71313740	71344723	71375706	71406689	71437672	71468654	71499637	71530620	71561603	71592586	71623569	73436564	75249559	77062555	78875550	80688545
Ghana	2016034	2016034	2016034	2016034	2016034	2016034	2016034	2016034	2016034	2016034	2016034	2013497	2010961	2008424	2005887	2003350	2000814	1998277	1995740	1993204	1990667	1983673	1976678	1969684	1962689	1955695	1948701	1941706	1934712	1927717	1920723	1911562	1902402	1893242	1884081	1874920	1865760	1856600	1847439	1838278	1829118	1820394	1811671	1802947	1794223	1785500	1776776	1768052	1759328	1750605	1741881	1733591	1725301	1717011	1708721	1700430	1692140	1683850	1675560	1667270	1658980	1655603	1652225	1648848	1645470	1642093	1638716	1635338	1631961	1628583	1625206	1630460	1635714	1640968	1646222	1651476	1656731	1661985	1667239	1672493	1677747	1688080	1698413	1708746	1719079	1729412	1739746	1750079	1760412	1770745	1781078	1792095	1803112	1814129	1825146	1836164	1847181	1858198	1869215	1880232	1891249	1902919	1914589	1926258	1937928	1949598	1961268	1972938	1984607	1996277	2007947	2049188	2090430	2131672	2172913	2214154	2255396	2296638	2337879	2379120	2420362	2486279	2552197	2618114	2684031	2749948	2815866	2881783	2947700	3013618	3079535	3163404	3247274	3331144	3415013	3498882	3582752	3666622	3750491	3834360	3918230	4024495	4130760	4237024	4343289	4449554	4555819	4662084	4768348	4874613	4980878	4989634	4998389	5007144	5015900	5024656	5033411	5042166	5050922	5059678	5068433	5080712	5092991	5105269	5117548	5129827	5142106	5154385	5166663	5178942	5191221	5206017	5220813	5235608	5250404	5265200	5279996	5294792	5309587	5324383	5339179	5355687	5372194	5388702	5405209	5421717	5438225	5454732	5471240	5487747	5504255	5521870	5539485	5557100	5574715	5592330	5609946	5627561	5645176	5662791	5680406	5698734	5717062	5735390	5753718	5772046	5790374	5808702	5827030	5845358	5863686	10172927	14482169	18791410	23100652	27409893
Greece	2151155	2159105	2167056	2175006	2182957	2190907	2198857	2206808	2214758	2222709	2230659	2242366	2254073	2265779	2277486	2289193	2300900	2312607	2324313	2336020	2347727	2366740	2385753	2404766	2423779	2442792	2461805	2480818	2499831	2518844	2537857	2562233	2586609	2610986	2635362	2659738	2684114	2708490	2732867	2757243	2781619	2808314	2835009	2861705	2888400	2915095	2941790	2968485	2995181	3021876	3048571	3077042	3105513	3133983	3162454	3190925	3219396	3247867	3276337	3304808	3333279	3365457	3397634	3429812	3461990	3494168	3526345	3558523	3590701	3622878	3655056	3691984	3728911	3765839	3802767	3839694	3876622	3913550	3950478	3987405	4024333	4066012	4107691	4149371	4191050	4232729	4274408	4316087	4357767	4399446	4441125	4485283	4529441	4573599	4617757	4661916	4706074	4750232	4794390	4838548	4882706	4918623	4954540	4990456	5026373	5062290	5098207	5134124	5170040	5205957	5241874	5281708	5321542	5361376	5401210	5441044	5480879	5520713	5560547	5600381	5640215	5701514	5762813	5824111	5885410	5946709	6008008	6069307	6130605	6191904	6253203	6342806	6432409	6522013	6611616	6701219	6790822	6880425	6970029	7059632	7149235	7190912	7232588	7274265	7315942	7357618	7399295	7440972	7482649	7524325	7566002	7572930	7579857	7586784	7593712	7600640	7607567	7614494	7621422	7628350	7635277	7642352	7649426	7656500	7663575	7670650	7677724	7684798	7691873	7698948	7706022	7713366	7720709	7728052	7735396	7742740	7750083	7757426	7764770	7772114	7779457	7787114	7794771	7802429	7810086	7817743	7825400	7833057	7840715	7848372	7856029	7863967	7871905	7879843	7887781	7895719	7903657	7911595	7919533	7927471	7935409	7943512	7951616	7959719	7967823	7975926	7984029	7992133	8000236	8008340	8016443	8604078	9191713	9779347	10366982	10954617
Grenada	29409	29409	29409	29409	29409	29409	29409	29409	29409	29409	29409	29438	29467	29496	29525	29554	29583	29612	29641	29670	29699	29782	29865	29948	30031	30114	30198	30281	30364	30447	30530	30646	30761	30877	30992	31108	31224	31339	31455	31570	31686	31758	31830	31901	31973	32045	32117	32189	32260	32332	32404	32521	32638	32755	32872	32990	33107	33224	33341	33458	33575	33918	34262	34605	34949	35292	35635	35979	36322	36666	37009	37582	38154	38726	39299	39872	40444	41016	41589	42162	42734	43639	44544	45449	46354	47260	48165	49070	49975	50880	51785	52767	53749	54731	55713	56695	57677	58659	59641	60623	61605	62126	62647	63168	63689	64210	64732	65253	65774	66295	66816	66781	66745	66710	66674	66639	66604	66568	66533	66497	66462	66663	66864	67066	67267	67468	67669	67870	68072	68273	68474	68716	68959	69202	69444	69686	69929	70172	70414	70656	70899	71477	72054	72632	73210	73788	74365	74943	75521	76098	76676	76671	76666	76661	76656	76651	76646	76641	76636	76631	76626	76677	76728	76779	76830	76880	76931	76982	77033	77084	77135	77232	77329	77425	77522	77619	77716	77813	77909	78006	78103	78236	78369	78502	78635	78768	78900	79033	79166	79299	79432	79592	79751	79911	80070	80230	80390	80549	80709	80868	81028	81205	81382	81559	81736	81912	82089	82266	82443	82620	82797	87603	92408	97214	102019	106825
Guatemala	458965	465488	472010	478532	485055	491578	498100	504622	511145	517668	524190	531270	538349	545428	552508	559588	566667	573746	580826	587906	594985	602672	610359	618046	625733	633420	641107	648794	656481	664168	671855	680337	688819	697301	705783	714266	722748	731230	739712	748194	756676	766249	775823	785396	794970	804543	814116	823690	833263	842837	852410	863499	874588	885677	896766	907855	918944	930033	941122	952211	963300	974674	986048	997421	1008795	1020169	1031543	1042917	1054290	1065664	1077038	1087524	1098011	1108497	1118983	1129470	1139956	1150442	1160928	1171415	1181901	1192180	1202458	1212737	1223016	1233294	1243573	1253852	1264131	1274409	1284688	1296358	1308028	1319698	1331368	1343038	1354707	1366377	1378047	1389717	1401387	1416477	1431566	1446656	1461746	1476836	1491925	1507015	1522105	1537194	1552284	1569437	1586589	1603742	1620895	1638048	1655200	1672353	1689506	1706658	1723811	1743308	1762805	1782303	1801800	1821297	1840794	1860291	1879789	1899286	1918783	1964324	2009866	2055407	2100949	2146490	2192031	2237573	2283114	2328656	2374197	2451385	2528572	2605760	2682947	2760135	2837323	2914510	2991698	3068885	3146073	3155258	3164443	3173628	3182813	3191998	3201182	3210367	3219552	3228737	3237922	3247185	3256447	3265710	3274972	3284235	3293498	3302760	3312023	3321285	3330548	3339898	3349248	3358599	3367949	3377299	3386649	3395999	3405350	3414700	3424050	3433506	3442962	3452417	3461873	3471329	3480785	3490241	3499696	3509152	3518608	3528195	3537782	3547369	3556956	3566542	3576129	3585716	3595303	3604890	3614477	3624229	3633981	3643732	3653484	3663236	3672988	3682740	3692491	3702243	3711995	6238175	8764356	11290536	13816717	16342897
Guinea	983959	983959	983959	983959	983959	983959	983959	983959	983959	983959	983959	986302	988644	990986	993329	995672	998014	1000356	1002699	1005042	1007384	1014258	1021133	1028007	1034882	1041756	1048630	1055505	1062379	1069254	1076128	1086041	1095954	1105866	1115779	1125692	1135605	1145518	1155430	1165343	1175256	1186082	1196908	1207734	1218560	1229386	1240213	1251039	1261865	1272691	1283517	1295297	1307077	1318858	1330638	1342418	1354198	1365978	1377759	1389539	1401319	1414180	1427042	1439903	1452764	1465626	1478487	1491348	1504209	1517071	1529932	1543892	1557852	1571811	1585771	1599731	1613691	1627651	1641610	1655570	1669530	1684754	1699978	1715202	1730426	1745650	1760873	1776097	1791321	1806545	1821769	1838489	1855210	1871930	1888650	1905370	1922091	1938811	1955531	1972252	1988972	2007159	2025347	2043534	2061722	2079909	2098096	2116284	2134471	2152659	2170846	2190782	2210718	2230654	2250590	2270526	2290463	2310399	2330335	2350271	2370207	2392040	2413874	2435707	2457541	2479374	2501207	2523041	2544874	2566708	2588541	2612386	2636230	2660075	2683919	2707764	2731609	2755453	2779298	2803142	2826987	2853653	2880320	2906986	2933653	2960319	2986985	3013652	3040318	3066985	3093651	3098441	3103230	3108020	3112810	3117600	3122389	3127179	3131969	3136758	3141548	3145947	3150346	3154745	3159144	3163542	3167941	3172340	3176739	3181138	3185537	3189794	3194052	3198310	3202567	3206824	3211082	3215340	3219597	3223854	3228112	3232420	3236729	3241037	3245346	3249654	3253962	3258271	3262579	3266888	3271196	3275691	3280185	3284680	3289174	3293669	3298164	3302658	3307153	3311647	3316142	3320899	3325656	3330413	3335170	3339926	3344683	3349440	3354197	3358954	3363711	5212687	7061663	8910638	10759614	12608590
Guinea-Bissau	218167	218167	218167	218167	218167	218167	218167	218167	218167	218167	218167	218556	218945	219335	219724	220113	220502	220891	221281	221670	222059	223190	224321	225451	226582	227713	228844	229975	231105	232236	233367	234973	236578	238184	239790	241396	243001	244607	246213	247818	249424	251140	252856	254573	256289	258005	259721	261437	263154	264870	266586	268546	270506	272467	274427	276387	278347	280307	282268	284228	286188	288292	290395	292499	294602	296706	298810	300913	303017	305120	307224	309472	311721	313969	316218	318466	320714	322963	325211	327460	329708	332119	334531	336942	339353	341764	344176	346587	348998	351410	353821	356420	359018	361617	364215	366814	369413	372011	374610	377208	379807	382588	385370	388152	390933	393714	396496	399278	402059	404840	407622	410550	413479	416407	419336	422264	425192	428121	431049	433978	436906	439912	442918	445924	448930	451936	454943	457949	460955	463961	466967	470180	473393	476606	479819	483032	486245	489458	492671	495884	499097	502730	506363	509997	513630	517263	520896	524529	528163	531796	535429	536296	537164	538031	538899	539766	540633	541501	542368	543236	544103	544896	545689	546482	547275	548068	548860	549653	550446	551239	552032	552798	553563	554329	555094	555860	556626	557391	558157	558922	559688	560460	561232	562003	562775	563547	564319	565091	565862	566634	567406	568203	569000	569797	570594	571392	572189	572986	573783	574580	575377	576204	577031	577858	578685	579512	580340	581167	581994	582821	583648	835783	1087919	1340054	1592190	1844325
Guyana	166034	166034	166034	166034	166034	166034	166034	166034	166034	166034	166034	166341	166648	166955	167262	167568	167875	168182	168489	168796	169103	169996	170888	171781	172674	173566	174459	175352	176245	177137	178030	179300	180569	181839	183108	184378	185648	186917	188187	189456	190726	192086	193446	194807	196167	197527	198887	200247	201608	202968	204328	205748	207167	208587	210006	211426	212846	214265	215685	217104	218524	220042	221560	223079	224597	226115	227633	229151	230670	232188	233706	235322	236938	238554	240170	241786	243402	245018	246634	248250	249866	251593	253320	255047	256774	258500	260227	261954	263681	265408	267135	268991	270846	272702	274557	276413	278269	280124	281980	283835	285691	287670	289648	291627	293605	295584	297563	299541	301520	303498	305477	307617	309756	311896	314036	316176	318315	320455	322595	324734	326874	329205	331536	333867	336198	338530	340861	343192	345523	347854	350185	352682	355180	357677	360175	362672	365169	367667	370164	372662	375159	378299	381440	384580	387720	390860	394001	397141	400281	403422	406562	407935	409308	410680	412053	413426	414799	416172	417544	418917	420290	421846	423402	424958	426514	428070	429626	431182	432738	434294	435850	437491	439132	440773	442414	444055	445696	447337	448978	450619	452260	453914	455569	457224	458878	460532	462187	463842	465496	467150	468805	470429	472052	473676	475299	476923	478547	480170	481794	483417	485041	486618	488195	489771	491348	492925	494502	496079	497655	499232	500809	554064	607319	660575	713830	767085
Haiti	723000	723000	723000	723000	723000	723000	723000	723000	723000	723000	723000	724694	726389	728083	729777	731472	733166	734860	736554	738249	739943	744912	749881	754850	759819	764788	769758	774727	779696	784665	789634	796793	803951	811110	818268	825427	832586	839744	846903	854061	861220	869424	877628	885832	894036	902240	910444	918648	926852	935056	943260	953164	963067	972971	982875	992778	1002682	1012586	1022490	1032393	1042297	1053658	1065019	1076380	1087741	1099102	1110464	1121825	1133186	1144547	1155908	1168409	1180909	1193410	1205910	1218411	1230912	1243412	1255913	1268413	1280914	1294748	1308582	1322415	1336249	1350083	1363917	1377751	1391584	1405418	1419252	1435735	1452218	1468701	1485184	1501668	1518151	1534634	1551117	1567600	1584083	1608383	1632684	1656984	1681284	1705584	1729885	1754185	1778485	1802786	1827086	1858875	1890663	1922452	1954241	1986030	2017818	2049607	2081396	2113184	2144973	2175302	2205632	2235962	2266291	2296620	2326950	2357280	2387609	2417938	2448268	2481563	2514858	2548153	2581448	2614744	2648039	2681334	2714629	2747924	2781219	2825225	2869231	2913236	2957242	3001248	3045254	3089260	3133265	3177271	3221277	3226686	3232095	3237504	3242913	3248322	3253732	3259141	3264550	3269959	3275368	3280989	3286611	3292232	3297854	3303475	3309096	3314718	3320339	3325961	3331582	3337428	3343275	3349122	3354968	3360814	3366661	3372508	3378354	3384200	3390047	3396128	3402209	3408290	3414371	3420452	3426532	3432613	3438694	3444775	3450856	3457178	3463499	3469821	3476142	3482464	3488786	3495107	3501429	3507750	3514072	3520637	3527202	3533767	3540332	3546898	3553463	3560028	3566593	3573158	3579723	5005992	6432261	7858529	9284798	10711067
